:START_ID,:END_ID,:TYPE,count,mode,prop,chance
BMRearWindshield1,Base.GlassPane=2,CONSUMES,1,consume,,
BMRearWindshield1,Base.Result:RearWindshield1,CONSUMES,1,consume,,
BMRearWindshield1,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindshield1,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindshield1,Base.Category: Windows,CONSUMES,1,consume,,
BMFrontWindow1,Base.Scalpel,CONSUMES,1,keep,,
BMFrontWindow1,Base.GlassPane,CONSUMES,1,consume,,
BMFrontWindow1,Base.Result:FrontWindow1,CONSUMES,1,consume,,
BMFrontWindow1,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMFrontWindow1,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMFrontWindow1,Base.Category: Windows,CONSUMES,1,consume,,
BMRearWindow1,Base.Scalpel,CONSUMES,1,keep,,
BMRearWindow1,Base.GlassPane,CONSUMES,1,consume,,
BMRearWindow1,Base.Result:RearWindow1,CONSUMES,1,consume,,
BMRearWindow1,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindow1,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindow1,Base.Category: Windows,CONSUMES,1,consume,,
BMWindshield2,Base.Scalpel,CONSUMES,1,keep,,
BMWindshield2,Base.DuctTape=3,CONSUMES,1,consume,,
BMWindshield2,Base.GlassPane=2,CONSUMES,1,consume,,
BMWindshield2,Base.Result:Windshield2,CONSUMES,1,consume,,
BMWindshield2,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMWindshield2,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMWindshield2,Base.Category: Windows,CONSUMES,1,consume,,
BMRearWindshield2,Base.Scalpel,CONSUMES,1,keep,,
BMRearWindshield2,Base.DuctTape=3,CONSUMES,1,consume,,
BMRearWindshield2,Base.GlassPane=2,CONSUMES,1,consume,,
BMRearWindshield2,Base.Result:RearWindshield2,CONSUMES,1,consume,,
BMRearWindshield2,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindshield2,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindshield2,Base.Category: Windows,CONSUMES,1,consume,,
BMFrontWindow2,Base.Scalpel,CONSUMES,1,keep,,
BMFrontWindow2,Base.GlassPane,CONSUMES,1,consume,,
BMFrontWindow2,Base.Result:FrontWindow2,CONSUMES,1,consume,,
BMFrontWindow2,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMFrontWindow2,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMFrontWindow2,Base.Category: Windows,CONSUMES,1,consume,,
BMRearWindow2,Base.Scalpel,CONSUMES,1,keep,,
BMRearWindow2,Base.GlassPane,CONSUMES,1,consume,,
BMRearWindow2,Base.Result:RearWindow2,CONSUMES,1,consume,,
BMRearWindow2,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindow2,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindow2,Base.Category: Windows,CONSUMES,1,consume,,
BMWindshield3,Base.Scalpel,CONSUMES,1,keep,,
BMWindshield3,Base.DuctTape=3,CONSUMES,1,consume,,
BMWindshield3,Base.GlassPane=2,CONSUMES,1,consume,,
BMWindshield3,Base.Result:Windshield3,CONSUMES,1,consume,,
BMWindshield3,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMWindshield3,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMWindshield3,Base.Category: Windows,CONSUMES,1,consume,,
BMRearWindshield3,Base.Scalpel,CONSUMES,1,keep,,
BMRearWindshield3,Base.DuctTape=3,CONSUMES,1,consume,,
BMRearWindshield3,Base.GlassPane=2,CONSUMES,1,consume,,
BMRearWindshield3,Base.Result:RearWindshield3,CONSUMES,1,consume,,
BMRearWindshield3,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindshield3,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindshield3,Base.Category: Windows,CONSUMES,1,consume,,
BMFrontWindow3,Base.Scalpel,CONSUMES,1,keep,,
BMFrontWindow3,Base.GlassPane,CONSUMES,1,consume,,
BMFrontWindow3,Base.Result:FrontWindow3,CONSUMES,1,consume,,
BMFrontWindow3,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMFrontWindow3,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMFrontWindow3,Base.Category: Windows,CONSUMES,1,consume,,
BMRearWindow3,Base.Scalpel,CONSUMES,1,keep,,
BMRearWindow3,Base.GlassPane,CONSUMES,1,consume,,
BMRearWindow3,Base.Result:RearWindow3,CONSUMES,1,consume,,
BMRearWindow3,Base.SkillRequired:Mechanics=2,CONSUMES,1,consume,,
BMRearWindow3,Base.NeedToBeLearn: True,CONSUMES,1,consume,,
BMRearWindow3,Base.Category: Windows,CONSUMES,1,consume,,
PrepareOmeletteInMessTin,Base.MessTin,CONSUMES,1,consume,,
AddPASGTHelmetCover,Base.Hat_ArmyNoCover,CONSUMES,1,consume,,
AddM1HelmetCover,Base.Hat_ArmyM1NoCover,CONSUMES,1,consume,,
AddPASGTVestCoverGreen,Base.Vest_BulletArmy,CONSUMES,1,consume,,
AddPASGTVestCoverOD,Base.Vest_BulletOliveDrab,CONSUMES,1,consume,,
OpenFieldDressing,Base.ArmyFieldDressing,CONSUMES,1,consume,,
CreateNotebookLab,Base.SheetPaper2=10,CONSUMES,1,consume,,
CreateNotebookLab,Base.Sound:Drawing_B,CONSUMES,1,consume,,
CreateNotebookLab,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.Notebook=1,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.Sound:Drawing_B,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.Category:Vaccine,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
CreateNotebookVaccineStart,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.CmpSyringeWithPlainVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.CmpTestTubeWithRareBlood/MatRareBlood=2,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.CmpTestTubeWithAntibodies=3,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.destroy NotebookVaccineStart=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.SkillRequired:Doctor=2,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.OnCreate:LabRecipes_UpgradeVaccine2,CONSUMES,1,consume,,
UpToVaccineTo2lvlOne,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.CmpSyringeReusableWithPlainVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.CmpTestTubeWithRareBlood/MatRareBlood=2,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.CmpTestTubeWithAntibodies=3,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.destroy NotebookVaccineStart=1,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.SkillRequired:Doctor=2,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.OnCreate:LabRecipes_UpgradeVaccine2,CONSUMES,1,consume,,
UpToVaccineTo2lvlTwo,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.CmpSyringeWithQualityVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.CmpTestTubeWithRareBlood/MatRareBlood=3,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.CmpTestTubeWithAntibodies=5,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.destroy NotebookVaccine2=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.SkillRequired:Doctor=4,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.OnCreate:LabRecipes_UpgradeVaccine3,CONSUMES,1,consume,,
UpToVaccineTo3lvlOne,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.CmpSyringeReusableWithQualityVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.CmpTestTubeWithRareBlood/MatRareBlood=3,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.CmpTestTubeWithAntibodies=5,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.destroy NotebookVaccine2=1,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.SkillRequired:Doctor=4,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.OnCreate:LabRecipes_UpgradeVaccine3,CONSUMES,1,consume,,
UpToVaccineTo3lvlTwo,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.CmpSyringeWithAdvancedVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.CmpTestTubeWithRareBlood/MatRareBlood=4,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.CmpTestTubeWithAntibodies=7,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.destroy NotebookVaccine3=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.SkillRequired:Doctor=6,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.OnCreate:LabRecipes_UpgradeVaccine4,CONSUMES,1,consume,,
UpToVaccineTo4lvlOne,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.CmpSyringeReusableWithAdvancedVaccine=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.CmpTestTubeWithRareBlood/MatRareBlood=4,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.CmpTestTubeWithAntibodies=7,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.destroy NotebookVaccine3=1,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.SkillRequired:Doctor=6,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.OnCreate:LabRecipes_UpgradeVaccine4,CONSUMES,1,consume,,
UpToVaccineTo4lvlTwo,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.CmpSyringeWithCure=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.CmpTestTubeWithRareBlood/MatRareBlood=5,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.CmpTestTubeWithAntibodies=10,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.destroy NotebookVaccine4=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.SkillRequired:Doctor=10,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.OnCreate:LabRecipes_UpgradeVaccine5,CONSUMES,1,consume,,
UpToVaccineTo5lvlOne,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.CmpSyringeReusableWithCure=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.CmpTestTubeWithRareBlood/MatRareBlood=5,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.CmpTestTubeWithAntibodies=10,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.CmpFlaskWithSodiumHypochlorite=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.keep Pen/BluePen/RedPen/Pencil,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.destroy NotebookVaccine4=1,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.Sound:Mixing_B,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.Category:Vaccine,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.SkillRequired:Doctor=10,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.OnTest:LabRecipes_IsNearChemistrySet,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.OnCreate:LabRecipes_UpgradeVaccine5,CONSUMES,1,consume,,
UpToVaccineTo5lvlTwo,Base.Tooltip:Tooltip_zReVC_ChemistrySet,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.LabTestTube=1,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForTestTube,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForTestTube,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.LabFlask=1,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForFlask,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForFlask,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.MetalPipe=1,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Needle=1,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForSyringeReusable,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForSyringeReusable,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.EmptyJar=1,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForJar,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForJar,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.JarLid=1,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForJarLid,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForJarLid,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Needle=1,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.SmallSheetMetal=4,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForNeedle,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForNeedle,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.SmallSheetMetal=5,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaForSmallMetallList,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaForSmallMetallList,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.SmallSheetMetal=6,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.SheetMetal=1,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaHeadHeavyHammer,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaHeadHeavyHammer,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.SmallSheetMetal=6,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.SheetMetal=1,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.Sandbag=1,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.PropaneTank=1,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.Tongs,CONSUMES,1,keep,,
FrnMakeFormaHeadFireAxe,keep [Recipe.GetItemTypes.Hammer],CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.Sound:Blow_Torch_C,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.Category:Melting,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.CanBeDoneFromFloor:False,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.NeedToBeLearn:True,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.OnTest:LabRecipes_IsNearMuffleFurnace,CONSUMES,1,consume,,
FrnMakeFormaHeadFireAxe,Base.Tooltip:Tooltip_zReVC_MuffleFurnace,CONSUMES,1,consume,,
FrnMakeTestTube,[Recipe.GetItemTypes.BrokenGlass]=1,CONSUMES,1,consume,,
